"","X","loan_amnt","term","int_rate","installment","sub_grade","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","delinq_2yrs"
"5227",287841,28000," 36 months",15.1,972.01,"C2","6 years","MORTGAGE",85000,"Verified","Default","debt_consolidation",26.05,0
"5228",296408,24000," 36 months",6.89,739.85,"A3","1 year","MORTGAGE",170000,"Not Verified","No Default","credit_card",10.87,0
"5229",510351,7000," 36 months",9.17,223.16,"B1","3 years","RENT",38000,"Source Verified","No Default","credit_card",32.03,1
"5230",444165,4325," 36 months",16.55,153.24,"D2","10+ years","MORTGAGE",42199,"Not Verified","No Default","debt_consolidation",37.4,0
"5231",593042,31500," 36 months",14.16,1079.05,"C2","10+ years","MORTGAGE",275000,"Verified","No Default","debt_consolidation",9.84,0
"5232",527998,10000," 60 months",16.99,248.48,"D3","n/a","OWN",34000,"Verified","No Default","medical",23.58,2
"5233",48339,16000," 60 months",13.11,364.96,"B4","10+ years","MORTGAGE",79000,"Verified","Default","credit_card",24.92,1
"5234",229391,4950," 36 months",17.57,177.89,"D4","4 years","RENT",40000,"Verified","No Default","debt_consolidation",22.05,0
"5235",231134,10000," 36 months",11.67,330.57,"B4","4 years","MORTGAGE",45000,"Verified","No Default","debt_consolidation",8.13,1
"5236",222693,8400," 36 months",10.64,273.58,"B2","5 years","MORTGAGE",60000,"Not Verified","No Default","credit_card",29.09,0
"5237",309169,7500," 36 months",19.05,275.11,"D4","5 years","MORTGAGE",54115,"Source Verified","Default","other",23.82,2
"5238",34853,16575," 60 months",19.52,434.73,"E3","2 years","RENT",46200,"Source Verified","No Default","debt_consolidation",8.49,0
"5239",197519,18000," 60 months",13.33,412.61,"C3","10+ years","MORTGAGE",76000,"Verified","No Default","debt_consolidation",23.18,2
"5240",424826,10000," 36 months",12.29,333.53,"C1","10+ years","MORTGAGE",47648,"Not Verified","No Default","debt_consolidation",14.21,0
"5241",11312,8000," 36 months",11.99,265.68,"B5","5 years","MORTGAGE",110000,"Not Verified","No Default","debt_consolidation",24.05,4
"5242",219244,12000," 36 months",11.14,393.67,"B2","3 years","RENT",180000,"Not Verified","No Default","debt_consolidation",11.6,0
"5243",41329,6600," 36 months",7.12,204.16,"A3","7 years","MORTGAGE",44000,"Not Verified","No Default","credit_card",4.15,0
"5244",421411,24000," 60 months",19.05,623.24,"D4","10+ years","MORTGAGE",140000,"Verified","Default","debt_consolidation",19.18,0
"5245",92133,32400," 36 months",14.16,1109.88,"C2","n/a","MORTGAGE",86844,"Verified","No Default","debt_consolidation",28.55,0
"5246",600792,13500," 36 months",13.33,457.02,"C3","6 years","MORTGAGE",76000,"Verified","No Default","home_improvement",20.49,1
"5247",69763,8400," 36 months",16.29,296.53,"C4","2 years","RENT",27000,"Not Verified","Default","debt_consolidation",26.98,1
"5248",301904,3500," 36 months",15.61,122.38,"D1","2 years","RENT",63000,"Verified","No Default","debt_consolidation",22.1,1
"5249",577269,28000," 60 months",7.89,566.27,"A5","< 1 year","RENT",160000,"Not Verified","No Default","credit_card",12.02,0
"5250",314943,11000," 36 months",5.93,334.3,"A1","< 1 year","MORTGAGE",47500,"Source Verified","No Default","debt_consolidation",23.54,0
"5251",399304,6900," 36 months",12.69,231.46,"C2","10+ years","MORTGAGE",75000,"Source Verified","No Default","debt_consolidation",26.91,0
"5252",372508,35000," 60 months",16.29,856.54,"D2","10+ years","MORTGAGE",90000,"Verified","No Default","debt_consolidation",13.55,0
"5253",422465,6000," 36 months",12.69,201.27,"C2","< 1 year","MORTGAGE",36000,"Not Verified","No Default","car",0.93,1
"5254",471876,25000," 36 months",11.53,824.76,"B5","1 year","MORTGAGE",250000,"Verified","No Default","debt_consolidation",23.67,0
"5255",145577,3000," 36 months",12.88,100.91,"C2","< 1 year","MORTGAGE",35000,"Source Verified","No Default","home_improvement",24.76,0
"5256",486759,12000," 36 months",15.61,419.58,"D1","10+ years","RENT",40000,"Verified","No Default","debt_consolidation",24.6,0
"5257",551261,10000," 36 months",6.68,307.31,"A3","9 years","MORTGAGE",62000,"Not Verified","No Default","credit_card",27.7,1
"5258",173028,10000," 36 months",12.69,335.45,"C2","4 years","MORTGAGE",72000,"Verified","No Default","home_improvement",37.15,0
"5259",331215,18000," 60 months",15.22,430.31,"C3","10+ years","RENT",40000,"Verified","No Default","credit_card",25.69,0
"5260",542443,30000," 36 months",8.9,952.6,"A5","5 years","MORTGAGE",250000,"Verified","No Default","credit_card",2.67,0
"5261",62479,13600," 36 months",13.99,464.75,"C4","8 years","MORTGAGE",40000,"Source Verified","No Default","debt_consolidation",12.27,0
"5262",283397,28425," 36 months",13.18,960.22,"C3","10+ years","MORTGAGE",4e+05,"Source Verified","No Default","debt_consolidation",14.54,2
"5263",34379,15000," 36 months",13.67,510.27,"B5","1 year","RENT",38640,"Not Verified","No Default","credit_card",12.83,0
"5264",575478,8000," 36 months",12.59,267.98,"C2","10+ years","OWN",90000,"Verified","No Default","home_improvement",17.55,0
"5265",120435,7500," 36 months",11.14,246.04,"B2","4 years","RENT",25000,"Verified","No Default","credit_card",26.93,0
"5266",57271,6000," 60 months",16.89,148.77,"D4","< 1 year","RENT",40000,"Verified","Default","small_business",6.66,0
"5267",392901,5000," 36 months",15.88,175.49,"C4","1 year","MORTGAGE",60000,"Not Verified","No Default","debt_consolidation",26.62,0
"5268",134929,23125," 60 months",19.99,612.55,"E4","10+ years","RENT",82000,"Verified","No Default","other",22.14,0
"5269",8758,17000," 60 months",13.98,395.39,"C3","8 years","RENT",122000,"Source Verified","No Default","other",16.55,1
"5270",83121,35000," 60 months",9.99,743.48,"B3","9 years","RENT",450000,"Verified","No Default","major_purchase",4.05,0
"5271",70275,16000," 36 months",9.17,510.07,"B2","10+ years","MORTGAGE",65000,"Source Verified","No Default","debt_consolidation",22.85,0
"5272",156402,7000," 36 months",14.65,241.46,"C5","2 years","RENT",44000,"Not Verified","No Default","debt_consolidation",24.82,2
"5273",146637,5075," 36 months",17.86,183.12,"D5","7 years","RENT",61000,"Source Verified","No Default","other",21.58,0
"5274",382187,18000," 36 months",6.99,555.71,"A3","8 years","MORTGAGE",68000,"Not Verified","No Default","credit_card",14.12,0
"5275",66583,11200," 36 months",14.83,387.32,"D3","5 years","RENT",90000,"Verified","No Default","debt_consolidation",19.48,1
"5276",531961,30000," 60 months",19.97,794.32,"D5","2 years","RENT",70000,"Verified","No Default","debt_consolidation",32.19,1
"5277",208697,10000," 36 months",8.67,316.47,"B1","10+ years","OWN",80000,"Verified","No Default","home_improvement",6.75,0
"5278",503696,10000," 36 months",12.29,333.53,"C1","10+ years","RENT",72000,"Not Verified","No Default","debt_consolidation",31.88,4
"5279",328441,20550," 60 months",10.64,443.13,"B4","10+ years","MORTGAGE",180000,"Verified","No Default","debt_consolidation",19.01,0
"5280",508210,35000," 60 months",14.99,832.47,"C5","10+ years","MORTGAGE",133694,"Verified","No Default","debt_consolidation",23.32,0
"5281",241495,2500," 36 months",11.53,82.48,"B5","10+ years","RENT",51000,"Verified","No Default","major_purchase",26.16,0
"5282",129948,6000," 36 months",14.65,206.97,"C5","9 years","MORTGAGE",60000,"Not Verified","No Default","medical",28.5,2
"5283",11819,15000," 36 months",11.53,494.86,"B5","10+ years","MORTGAGE",65000,"Verified","No Default","debt_consolidation",18.57,0
"5284",179751,12000," 36 months",9.99,387.15,"B3","2 years","MORTGAGE",75000,"Source Verified","No Default","debt_consolidation",8.74,0
"5285",481288,4900," 36 months",18.55,178.51,"E2","n/a","MORTGAGE",43000,"Verified","No Default","debt_consolidation",29.31,0
"5286",346762,25000," 60 months",7.89,505.6,"A5","8 years","MORTGAGE",131000,"Source Verified","No Default","credit_card",21.61,2
"5287",120987,11800," 36 months",13.65,401.3,"C1","6 years","MORTGAGE",52000,"Not Verified","No Default","credit_card",31.2,1
"5288",441492,6050," 36 months",17.57,217.42,"D4","2 years","RENT",57756,"Source Verified","No Default","debt_consolidation",26.93,0
"5289",41668,15000," 36 months",7.89,469.29,"A5","3 years","MORTGAGE",70000,"Source Verified","No Default","home_improvement",6.42,0
"5290",309458,18000," 36 months",10.15,582.08,"B2","3 years","MORTGAGE",68000,"Source Verified","No Default","debt_consolidation",19.17,0
"5291",446659,11225," 36 months",21.67,426.78,"E5","< 1 year","RENT",30000,"Source Verified","No Default","debt_consolidation",36.64,0
"5292",416231,16775," 60 months",23.99,482.49,"F2","7 years","MORTGAGE",1e+05,"Not Verified","No Default","debt_consolidation",17.72,0
"5293",358994,10000," 60 months",8.18,203.63,"B1","5 years","MORTGAGE",46000,"Not Verified","No Default","debt_consolidation",3.07,0
"5294",175343,15000," 60 months",17.57,377.41,"D4","1 year","RENT",42000,"Source Verified","No Default","other",18.49,0
"5295",476665,11200," 36 months",9.99,361.34,"B3","6 years","MORTGAGE",60000,"Source Verified","No Default","debt_consolidation",22.16,2
"5296",77068,1800," 36 months",20.2,67.08,"D5","1 year","RENT",61000,"Not Verified","No Default","medical",14.03,0
"5297",579839,12000," 60 months",17.57,301.93,"D4","n/a","RENT",40000,"Verified","No Default","debt_consolidation",27.09,0
"5298",452121,8000," 36 months",15.61,279.72,"D1","10+ years","MORTGAGE",47000,"Verified","No Default","debt_consolidation",20.3,0
"5299",500056,24000," 36 months",6.89,739.85,"A3","10+ years","RENT",157000,"Source Verified","No Default","credit_card",6.39,0
"5300",470828,23000," 36 months",6.03,700.02,"A1","10+ years","MORTGAGE",60000,"Verified","No Default","debt_consolidation",24.2,1
"5301",237460,22000," 60 months",13.99,511.79,"C4","10+ years","MORTGAGE",50000,"Not Verified","No Default","debt_consolidation",34.49,4
"5302",47104,35000," 60 months",12.99,796.18,"C1","6 years","RENT",85000,"Verified","No Default","debt_consolidation",11.05,0
"5303",563324,26000," 60 months",15.59,626.62,"D1","8 years","MORTGAGE",120000,"Verified","No Default","credit_card",17.16,0
"5304",257023,15000," 60 months",11.53,330.12,"B5","4 years","MORTGAGE",129000,"Verified","No Default","home_improvement",16.77,0
"5305",325483,15000," 36 months",9.99,483.94,"B3","5 years","MORTGAGE",36000,"Source Verified","No Default","credit_card",32.4,2
"5306",522156,24000," 60 months",20.99,649.15,"E5","10+ years","MORTGAGE",119500,"Source Verified","No Default","debt_consolidation",12.18,2
"5307",202887,25000," 36 months",6.89,770.68,"A3","1 year","MORTGAGE",90000,"Not Verified","No Default","debt_consolidation",28.93,0
"5308",193565,28000," 60 months",13.33,641.83,"C3","1 year","OWN",1e+05,"Not Verified","No Default","credit_card",33.24,0
"5309",114876,28000," 36 months",9.99,903.35,"B3","8 years","MORTGAGE",205000,"Source Verified","No Default","credit_card",10.49,1
"5310",445044,16000," 60 months",12.69,361.52,"C2","10+ years","MORTGAGE",110000,"Source Verified","No Default","debt_consolidation",7.65,0
"5311",526043,9000," 36 months",12.49,301.04,"B5","7 years","RENT",121875,"Not Verified","No Default","major_purchase",10.86,1
"5312",55136,30000," 60 months",12.05,668.1,"C1","8 years","RENT",82000,"Verified","No Default","credit_card",31.01,0
"5313",544127,15875," 60 months",22.9,446.62,"E4","10+ years","MORTGAGE",49000,"Verified","No Default","debt_consolidation",8.79,0
"5314",126659,22000," 36 months",5.32,662.53,"A1","2 years","MORTGAGE",50000,"Source Verified","No Default","credit_card",18.17,0
"5315",88917,3600," 36 months",14.33,123.62,"C1","8 years","RENT",40000,"Verified","No Default","debt_consolidation",11.16,0
"5316",24272,35000," 60 months",18.55,899.28,"E2","5 years","MORTGAGE",120000,"Source Verified","No Default","debt_consolidation",15.93,0
"5317",435820,9000," 36 months",17.27,322.09,"C5","1 year","RENT",50000,"Not Verified","Default","debt_consolidation",26.54,1
"5318",533267,5000," 36 months",11.99,166.05,"B5","10+ years","MORTGAGE",110000,"Not Verified","No Default","home_improvement",17.31,7
"5319",34836,22000," 36 months",18.24,798.01,"D5","n/a","MORTGAGE",55000,"Verified","No Default","other",18.22,0
"5320",184213,16000," 60 months",18.24,408.39,"D5","3 years","RENT",84000,"Source Verified","No Default","debt_consolidation",11.81,0
"5321",532140,8000," 36 months",14.99,277.29,"C5","10+ years","MORTGAGE",63000,"Verified","No Default","debt_consolidation",9.52,0
"5322",212891,12000," 36 months",10.16,388.11,"B1","8 years","MORTGAGE",87000,"Verified","No Default","debt_consolidation",16.73,0
"5323",153127,7000," 36 months",13.66,238.09,"C3","10+ years","MORTGAGE",38000,"Not Verified","No Default","debt_consolidation",21.54,0
"5324",390867,5000," 36 months",9.17,159.4,"B2","1 year","MORTGAGE",62400,"Source Verified","No Default","debt_consolidation",7.27,0
"5325",233240,10025," 60 months",18.55,257.58,"E2","10+ years","MORTGAGE",32000,"Source Verified","No Default","debt_consolidation",31.4,1
"5326",140851,35000," 60 months",17.57,880.61,"D4","5 years","RENT",88000,"Verified","No Default","debt_consolidation",22.83,0
"5327",450102,20000," 60 months",8.18,407.26,"B1","3 years","OWN",100070,"Source Verified","No Default","credit_card",11.28,2
"5328",245362,5000," 36 months",14.65,172.48,"C5","5 years","MORTGAGE",240000,"Source Verified","No Default","home_improvement",5.05,1
"5329",290786,19125," 60 months",18.75,493.49,"D3","4 years","MORTGAGE",50000,"Verified","Default","debt_consolidation",25.89,0
"5330",89178,24000," 60 months",16.55,590.68,"D2","10+ years","RENT",98000,"Source Verified","No Default","credit_card",30.14,0
"5331",341090,30000," 60 months",15.61,723.34,"D1","2 years","RENT",180000,"Source Verified","No Default","major_purchase",4.97,0
"5332",189645,20775," 60 months",17.77,524.96,"D1","n/a","MORTGAGE",75000,"Verified","No Default","credit_card",33.57,1
"5333",64941,4000," 36 months",18.75,146.12,"D3","< 1 year","RENT",63500,"Not Verified","Default","other",14.44,0
"5334",367530,25000," 60 months",22.99,704.62,"F2","4 years","MORTGAGE",51500,"Source Verified","No Default","debt_consolidation",26.64,0
"5335",141772,18000," 60 months",15.61,434.01,"C3","5 years","RENT",40000,"Verified","Default","debt_consolidation",12.3,0
"5336",253698,12000," 60 months",12.69,271.14,"C2","1 year","RENT",60000,"Source Verified","No Default","debt_consolidation",8.76,0
"5337",422759,5600," 36 months",8.67,177.22,"B1","10+ years","MORTGAGE",60000,"Source Verified","No Default","other",28.08,2
"5338",469749,10000," 36 months",11.53,329.91,"B5","3 years","RENT",50000,"Not Verified","No Default","credit_card",18.84,0
"5339",305087,5000," 36 months",11.53,164.96,"B5","7 years","RENT",20000,"Verified","No Default","debt_consolidation",17.11,0
"5340",560161,16000," 60 months",19.99,423.82,"E4","10+ years","RENT",70000,"Verified","No Default","debt_consolidation",27.52,0
"5341",605065,11500," 60 months",20.99,311.05,"E5","< 1 year","MORTGAGE",60000,"Source Verified","No Default","debt_consolidation",9.56,0
"5342",166722,12000," 60 months",14.99,285.42,"C5","2 years","RENT",50000,"Source Verified","No Default","credit_card",15.22,0
"5343",232952,12000," 60 months",13.33,275.07,"C3","9 years","OWN",42000,"Source Verified","No Default","debt_consolidation",23.26,1
"5344",364899,10550," 36 months",12.29,351.88,"C1","n/a","RENT",24000,"Verified","No Default","credit_card",27.95,0
"5345",3862,18000," 36 months",9.71,578.37,"B1","8 years","MORTGAGE",88000,"Not Verified","No Default","debt_consolidation",12.75,0
"5346",108007,10000," 60 months",9.99,212.43,"B1","10+ years","MORTGAGE",32000,"Source Verified","No Default","credit_card",9.79,0
"5347",137550,16500," 60 months",15.61,397.84,"D1","< 1 year","MORTGAGE",65000,"Source Verified","No Default","debt_consolidation",17.41,0
"5348",24983,25000," 60 months",7.26,498.11,"A4","10+ years","MORTGAGE",56000,"Source Verified","No Default","debt_consolidation",24.84,0
"5349",450703,16000," 60 months",12.59,360.7,"C2","3 years","MORTGAGE",1e+05,"Not Verified","No Default","debt_consolidation",21.14,1
"5350",70507,20000," 60 months",10.99,434.75,"B4","10+ years","MORTGAGE",75000,"Source Verified","No Default","debt_consolidation",8.86,1
"5351",86662,18000," 36 months",8.6,569.06,"A4","6 years","RENT",80000,"Not Verified","No Default","credit_card",14.98,0
"5352",331867,15000," 36 months",9.17,478.19,"B2","10+ years","MORTGAGE",70000,"Source Verified","No Default","other",17.28,0
"5353",489375,12000," 36 months",9.67,385.35,"B1","10+ years","OWN",79000,"Not Verified","No Default","debt_consolidation",17.82,1
"5354",468807,7500," 36 months",7.89,234.65,"A5","6 years","MORTGAGE",67000,"Source Verified","No Default","home_improvement",16.03,0
"5355",176513,8400," 36 months",11.99,278.97,"B3","4 years","MORTGAGE",65000,"Not Verified","No Default","debt_consolidation",12.29,0
"5356",323754,16000," 60 months",21.99,441.82,"E4","10+ years","OWN",65000,"Source Verified","Default","debt_consolidation",30.19,1
"5357",243012,12000," 60 months",12.49,269.92,"B5","9 years","MORTGAGE",38000,"Source Verified","No Default","credit_card",11.62,0
"5358",540161,18000," 60 months",16.55,443.01,"D2","3 years","RENT",45000,"Source Verified","No Default","debt_consolidation",15.57,0
"5359",599795,15000," 60 months",14.99,356.78,"C5","10+ years","OWN",95000,"Source Verified","No Default","home_improvement",10.93,0
"5360",121252,22300," 60 months",11.99,495.94,"B5","2 years","MORTGAGE",110000,"Verified","No Default","debt_consolidation",30.37,0
"5361",378586,14400," 36 months",13.33,487.49,"C3","2 years","RENT",40000,"Source Verified","No Default","credit_card",28.58,0
"5362",219809,3300," 36 months",6.39,100.98,"A2","10+ years","MORTGAGE",62000,"Not Verified","No Default","debt_consolidation",11.34,0
"5363",138869,5000," 36 months",11.53,164.96,"B5","3 years","MORTGAGE",40000,"Source Verified","No Default","debt_consolidation",27.36,1
"5364",378327,28000," 36 months",12.35,934.69,"B4","3 years","RENT",95000,"Source Verified","Default","house",23.86,0
"5365",414677,13200," 36 months",7.9,413.04,"A4","9 years","MORTGAGE",67000,"Not Verified","No Default","debt_consolidation",28.05,0
"5366",103764,12000," 60 months",12.29,268.7,"C1","5 years","RENT",45000,"Not Verified","No Default","home_improvement",15.63,1
"5367",605311,20000," 60 months",11.44,439.25,"B4","1 year","OWN",70000,"Source Verified","No Default","home_improvement",12.33,0
"5368",73648,25000," 36 months",13.18,844.52,"C3","8 years","MORTGAGE",80000,"Verified","No Default","debt_consolidation",21.62,0
"5369",61322,11200," 60 months",14.99,266.39,"C5","2 years","RENT",65000,"Source Verified","No Default","debt_consolidation",17.37,0
"5370",204874,10000," 36 months",13.99,341.73,"C4","1 year","RENT",46320,"Source Verified","No Default","debt_consolidation",22.4,1
"5371",89020,5000," 36 months",13.99,170.87,"C4","n/a","OWN",34000,"Source Verified","No Default","major_purchase",15.74,0
"5372",341530,2000," 36 months",14.99,69.33,"C5","10+ years","RENT",75000,"Not Verified","Default","debt_consolidation",39.07,0
"5373",167711,20000," 60 months",24.5,581.18,"F3","n/a","OWN",50000,"Verified","No Default","debt_consolidation",10.08,0
"5374",110813,35000," 36 months",18.49,1273.96,"E2","8 years","RENT",80000,"Source Verified","No Default","home_improvement",16.47,0
"5375",341950,15000," 60 months",18.25,382.95,"E1","10+ years","MORTGAGE",160000,"Verified","No Default","debt_consolidation",13.15,0
"5376",535933,10400," 60 months",13.99,241.94,"C4","2 years","RENT",35000,"Source Verified","No Default","debt_consolidation",22.33,0
"5377",421908,6000," 36 months",10.99,196.41,"B4","1 year","MORTGAGE",82000,"Verified","No Default","debt_consolidation",18.51,2
"5378",231787,28875," 60 months",18.99,748.88,"E3","10+ years","MORTGAGE",59000,"Source Verified","No Default","debt_consolidation",16.03,0
"5379",582124,8000," 36 months",12.29,266.83,"C1","< 1 year","RENT",83000,"Not Verified","No Default","credit_card",12.77,0
"5380",60050,16000," 60 months",14.65,377.71,"C5","3 years","RENT",54000,"Source Verified","No Default","credit_card",35.78,0
"5381",868,11900," 36 months",18.25,431.71,"E1","5 years","RENT",62000,"Verified","No Default","debt_consolidation",14.54,0
"5382",205843,6000," 36 months",9.99,193.58,"B3","10+ years","RENT",53000,"Verified","No Default","credit_card",38.61,0
"5383",253571,19000," 36 months",10.15,614.42,"B2","10+ years","MORTGAGE",125000,"Not Verified","No Default","home_improvement",21.76,3
"5384",417271,10000," 36 months",13.53,339.5,"B5","10+ years","MORTGAGE",29000,"Source Verified","No Default","debt_consolidation",25.79,0
"5385",452939,30000," 36 months",9.17,956.37,"B2","10+ years","MORTGAGE",94644,"Source Verified","No Default","credit_card",15.92,0
"5386",326162,24000," 36 months",6.68,737.55,"A3","7 years","MORTGAGE",165000,"Source Verified","No Default","credit_card",12.23,0
"5387",270556,20300," 60 months",14.27,475.2,"C2","< 1 year","RENT",80000,"Verified","Default","debt_consolidation",27.76,0
"5388",335814,7200," 36 months",14.47,247.73,"C2","10+ years","MORTGAGE",35000,"Source Verified","No Default","other",20.37,0
"5389",112850,7200," 36 months",10.49,233.99,"B3","2 years","RENT",50000,"Source Verified","No Default","car",24.94,0
"5390",558471,3000," 36 months",12.69,100.64,"C2","10+ years","MORTGAGE",65000,"Source Verified","No Default","other",18.76,0
"5391",42598,30000," 60 months",19.2,781.53,"D3","10+ years","MORTGAGE",70000,"Source Verified","No Default","debt_consolidation",16.7,0
"5392",496957,29000," 36 months",8.9,920.85,"A5","6 years","MORTGAGE",113000,"Verified","No Default","credit_card",14.79,0
"5393",436369,3600," 36 months",11.99,119.56,"C1","< 1 year","RENT",85000,"Source Verified","No Default","debt_consolidation",16.07,0
"5394",341107,3000," 36 months",11.14,98.42,"B2","3 years","RENT",32000,"Not Verified","No Default","credit_card",1.13,0
"5395",398262,12000," 60 months",8.18,244.36,"B1","3 years","RENT",84000,"Not Verified","No Default","debt_consolidation",19.01,0
"5396",302596,35000," 36 months",8.18,1099.69,"B1","10+ years","MORTGAGE",130000,"Verified","No Default","debt_consolidation",19.03,0
"5397",284124,9500," 36 months",12.29,316.86,"C1","10+ years","MORTGAGE",89000,"Source Verified","No Default","debt_consolidation",6.41,1
"5398",542382,8000," 60 months",18.24,204.2,"D5","10+ years","OWN",35000,"Source Verified","No Default","debt_consolidation",32,1
"5399",590508,29975," 36 months",12.69,1005.51,"C2","10+ years","MORTGAGE",75000,"Verified","No Default","credit_card",29.23,2
"5400",391811,13000," 60 months",12.69,293.74,"C2","10+ years","MORTGAGE",52000,"Not Verified","No Default","debt_consolidation",23.66,0
"5401",444824,12000," 36 months",5.32,361.38,"A1","10+ years","MORTGAGE",1e+05,"Not Verified","No Default","credit_card",18.31,0
"5402",561349,9000," 36 months",15.61,314.69,"C3","1 year","RENT",65000,"Verified","No Default","debt_consolidation",16.26,1
"5403",115089,18000," 36 months",17.57,646.87,"D4","3 years","MORTGAGE",87000,"Verified","No Default","debt_consolidation",23.37,1
"5404",424940,7875," 36 months",7.12,243.59,"A3","2 years","RENT",36960,"Not Verified","No Default","debt_consolidation",12.27,0
"5405",265606,16000," 60 months",14.16,373.63,"C2","7 years","MORTGAGE",39500,"Not Verified","No Default","debt_consolidation",23.88,0
"5406",437431,9500," 36 months",9.99,306.5,"B3","1 year","MORTGAGE",28000,"Verified","No Default","debt_consolidation",19.76,1
"5407",38445,8000," 36 months",13.99,273.39,"C4","5 years","RENT",52000,"Verified","No Default","debt_consolidation",39.79,0
"5408",176793,15000," 36 months",11.44,494.22,"B4","< 1 year","RENT",44928,"Source Verified","No Default","debt_consolidation",14.98,0
"5409",277535,3500," 36 months",9.49,112.1,"B2","n/a","RENT",36000,"Verified","No Default","debt_consolidation",3.9,0
"5410",346048,7000," 36 months",7.89,219,"A5","< 1 year","RENT",85000,"Not Verified","No Default","credit_card",12.54,0
"5411",79127,35000," 60 months",19.19,911.59,"E3","3 years","MORTGAGE",120000,"Verified","No Default","home_improvement",15.48,1
"5412",260500,2800," 36 months",13.18,94.59,"C3","n/a","RENT",36000,"Verified","No Default","debt_consolidation",14.57,2
"5413",226027,12000," 36 months",7.89,375.43,"A5","4 years","MORTGAGE",80000,"Not Verified","No Default","debt_consolidation",16.55,1
"5414",239143,6000," 36 months",9.17,191.28,"B2","5 years","RENT",75000,"Source Verified","No Default","credit_card",19.38,1
"5415",205698,10000," 36 months",7.89,312.86,"A5","3 years","MORTGAGE",173658,"Not Verified","No Default","debt_consolidation",13.07,0
"5416",562975,6000," 36 months",9.67,192.68,"B1","2 years","RENT",21000,"Source Verified","Default","debt_consolidation",11.43,0
"5417",115722,7000," 60 months",20.2,186.24,"D5","7 years","OWN",80000,"Source Verified","No Default","debt_consolidation",13.45,0
"5418",455386,22200," 60 months",13.33,508.88,"C3","1 year","RENT",55463,"Source Verified","No Default","debt_consolidation",26.88,0
"5419",198259,35000," 60 months",20.2,931.19,"D5","2 years","MORTGAGE",1e+05,"Verified","No Default","home_improvement",18.94,0
"5420",149342,16000," 36 months",8.67,506.35,"B1","n/a","MORTGAGE",75000,"Verified","No Default","debt_consolidation",27.27,0
"5421",394651,5000," 36 months",14.49,172.09,"C4","10+ years","RENT",17000,"Source Verified","No Default","vacation",26.48,0
"5422",504742,34000," 60 months",14.16,793.95,"C2","n/a","MORTGAGE",76000,"Verified","No Default","credit_card",15.14,0
"5423",518158,16000," 60 months",15.8,387.4,"C3","2 years","MORTGAGE",80750,"Verified","No Default","debt_consolidation",25.74,0
"5424",184039,14975," 60 months",18.25,382.31,"E1","6 years","MORTGAGE",97000,"Not Verified","No Default","debt_consolidation",23.64,4
"5425",506682,15000," 36 months",17.57,539.06,"D4","n/a","MORTGAGE",45048.48,"Verified","No Default","debt_consolidation",15.21,1
"5426",332122,20000," 60 months",14.31,468.59,"C4","10+ years","MORTGAGE",75000,"Verified","No Default","debt_consolidation",22.3,0
"5427",167771,25600," 36 months",9.17,816.11,"B2","3 years","MORTGAGE",144000,"Not Verified","No Default","debt_consolidation",12.39,0
"5428",347310,21000," 36 months",7.26,650.92,"A4","2 years","MORTGAGE",150000,"Verified","No Default","credit_card",15.79,0
"5429",237770,8000," 36 months",12.99,269.52,"B5","10+ years","MORTGAGE",77492,"Verified","No Default","debt_consolidation",20.74,0
"5430",161535,10000," 60 months",11.99,222.4,"C1","3 years","RENT",60500,"Not Verified","No Default","credit_card",28.09,1
"5431",272060,4800," 36 months",13.05,161.85,"B5","9 years","RENT",85000,"Not Verified","No Default","debt_consolidation",17.56,0
"5432",76610,15000," 36 months",11.53,494.86,"B5","10+ years","RENT",70000,"Verified","No Default","credit_card",20.66,0
"5433",507309,3500," 36 months",17.86,126.29,"D5","8 years","RENT",42000,"Source Verified","No Default","small_business",15.29,0
"5434",103175,30000," 60 months",19.19,781.36,"E3","5 years","RENT",60000,"Source Verified","No Default","debt_consolidation",29.96,0
"5435",236410,10000," 36 months",15.61,349.65,"D1","4 years","MORTGAGE",45000,"Not Verified","No Default","debt_consolidation",22.48,0
"5436",481361,9000," 36 months",8.18,282.78,"B1","1 year","RENT",70000,"Not Verified","No Default","debt_consolidation",20.97,0
"5437",558923,15000," 36 months",6.68,460.97,"A3","3 years","RENT",40000,"Verified","No Default","credit_card",23.83,0
"5438",326931,7000," 36 months",10.64,227.98,"B4","10+ years","MORTGAGE",55000,"Verified","No Default","other",19.73,0
"5439",321923,2000," 36 months",16.99,71.3,"D3","10+ years","MORTGAGE",54800,"Verified","No Default","debt_consolidation",29.61,0
"5440",362730,20375," 60 months",12.59,459.33,"C2","10+ years","RENT",59229,"Not Verified","No Default","debt_consolidation",38.62,0
"5441",501657,9000," 36 months",7.9,281.62,"A4","6 years","MORTGAGE",1e+05,"Not Verified","No Default","credit_card",20.36,0
"5442",522647,9600," 36 months",13.33,324.99,"C3","4 years","RENT",29000,"Source Verified","No Default","other",22.94,0
"5443",135387,18225," 36 months",12.35,608.39,"B4","n/a","MORTGAGE",54814,"Verified","No Default","home_improvement",16.86,1
"5444",368894,35000," 60 months",15.59,843.53,"D1","10+ years","MORTGAGE",110000,"Not Verified","No Default","credit_card",25.53,0
"5445",600640,10800," 60 months",24.5,313.84,"F3","10+ years","RENT",51000,"Source Verified","No Default","other",6.59,2
