"","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","zip_code","addr_state","dti","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","application_type","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal"
"4149",12000,12000,12000," 36 months",16.29,"C4","3 years","RENT",38000,"Not Verified","Apr-2013","Charged Off","debt_consolidation","530xx","WI",26.26,1,14,12384,55.8,19,"w",0,0,423.61,423.61,260.71,162.9,0,0,0,0,"INDIVIDUAL","",0,0,25955
"4150",17500,17500,17500," 36 months",10.49,"B3","10+ years","MORTGAGE",127500,"Not Verified","Nov-2014","Current","debt_consolidation","112xx","NY",9.65,0,10,14731,76.7,26,"f",11337.06,11337.06,7951.88,7951.88,6162.94,1788.94,0,0,0,0,"INDIVIDUAL","",0,0,692992
"4151",6000,6000,6000," 36 months",10.15,"B2","4 years","MORTGAGE",70000,"Verified","Oct-2014","Current","small_business","913xx","CA",11.28,0,15,6517,21.7,24,"f",3879.98,3879.98,2727.84,2727.84,2120.02,607.82,0,0,0,0,"INDIVIDUAL","",0,0,137466
"4152",22075,22075,22075," 60 months",16.99,"D3","7 years","MORTGAGE",60000,"Source Verified","Oct-2015","Current","home_improvement","282xx","NC",21.16,0,14,40043,59,29,"w",21599.73,21599.73,1076.18,1076.18,475.27,600.91,0,0,0,0,"INDIVIDUAL","",0,0,192989
"4153",8000,8000,8000," 36 months",13.35,"C2","n/a","RENT",20052,"Verified","Oct-2014","Current","debt_consolidation","112xx","NY",12.21,0,6,6029,59.7,8,"f",2953.6,2953.6,6000,6000,5046.4,953.6,0,0,0,0,"INDIVIDUAL","",0,0,6029
"4154",16000,16000,16000," 60 months",13.67,"C4","10+ years","MORTGAGE",125000,"Source Verified","Nov-2015","Current","medical","145xx","NY",23.33,0,14,36274,65.5,32,"w",15812.7,15812.7,345.27,345.27,187.3,157.97,0,0,0,0,"INDIVIDUAL","",0,0,372808
"4155",8000,8000,8000," 36 months",16.55,"D2","10+ years","MORTGAGE",22900,"Verified","Dec-2015","Current","credit_card","973xx","OR",34.28,2,9,9533,36.5,16,"w",8000,8000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,39837
"4156",30000,30000,29950," 36 months",14.98,"C3","6 years","RENT",97500,"Verified","Jan-2014","Fully Paid","debt_consolidation","945xx","CA",10.01,0,8,23811,78.8,36,"f",0,0,34564.1235495,34506.52,30000,4564.12,0,0,0,0,"INDIVIDUAL","",0,0,23811
"4157",13200,13200,13200," 60 months",16.99,"D3","10+ years","RENT",54000,"Not Verified","Oct-2015","Current","credit_card","844xx","UT",5.36,0,3,10691,89.8,9,"f",12915.8,12915.8,643.52,643.52,284.2,359.32,0,0,0,0,"INDIVIDUAL","",0,0,10691
"4158",23325,23325,23325," 60 months",24.08,"F2","10+ years","MORTGAGE",52430,"Verified","Oct-2013","Fully Paid","debt_consolidation","841xx","UT",19.48,2,10,13882,90.7,21,"w",0,0,26511.9715808,26511.97,23325,3186.97,0,0,0,0,"INDIVIDUAL","",0,0,271834
"4159",10000,10000,10000," 36 months",13.99,"C4","< 1 year","RENT",57500,"Source Verified","Oct-2015","Current","debt_consolidation","772xx","TX",4.8,1,19,4326,42,26,"w",9139.8,9139.8,1192.23,1192.23,860.2,332.03,0,0,0,0,"INDIVIDUAL","",0,2613,70936
"4160",5600,5600,5600," 36 months",11.49,"B5","3 years","MORTGAGE",78000,"Source Verified","Nov-2015","Current","home_improvement","970xx","OR",3.68,0,6,1182,12.4,16,"w",5468.98,5468.98,179.28,179.28,131.02,48.26,0,0,0,0,"INDIVIDUAL","",0,314,4233
"4161",9000,9000,9000," 36 months",16.77,"D2","5 years","RENT",32000,"Verified","Nov-2011","Fully Paid","other","945xx","CA",14.63,0,8,1400,87.5,32,"f",0,0,11253.2811465,11253.28,9000,2253.28,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4162",24000,24000,24000," 60 months",18.25,"D3","< 1 year","MORTGAGE",93000,"Not Verified","Apr-2014","Current","debt_consolidation","741xx","OK",8.36,3,9,2262,29.8,20,"w",18260.04,18260.04,12254.4,12254.4,5739.96,6514.44,0,0,0,0,"INDIVIDUAL","",0,500,186237
"4163",19950,19950,19950," 36 months",6.92,"A4","2 years","MORTGAGE",45767,"Not Verified","Feb-2015","Current","debt_consolidation","012xx","MA",24.99,0,12,39902,53,18,"w",14286.09,14286.09,6760.3,6760.3,5663.91,1096.39,0,0,0,0,"INDIVIDUAL","",0,0,272033
"4164",17000,17000,17000," 60 months",15.99,"D2","1 year","MORTGAGE",50000,"Not Verified","Jan-2015","Current","debt_consolidation","300xx","GA",35.21,1,21,18265,60.9,28,"w",14802.74,14802.74,4516.32,4516.32,2197.26,2319.06,0,0,0,0,"INDIVIDUAL","",0,0,97636
"4165",10000,10000,10000," 36 months",14.65,"C2","3 years","RENT",33500,"Not Verified","Apr-2012","Fully Paid","debt_consolidation","954xx","CA",12.04,1,6,12139,96.3,13,"f",0,0,12108.5385819,12108.54,10000,2108.54,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4166",9000,9000,9000," 36 months",12.59,"C2","4 years","OWN",110000,"Verified","Dec-2015","Issued","debt_consolidation","448xx","OH",12.49,2,4,1528,30,7,"w",9000,9000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,591,57173
"4167",6000,6000,6000," 36 months",5.93,"A1","< 1 year","RENT",41000,"Not Verified","Mar-2015","Current","credit_card","200xx","DC",8.84,0,8,7231,43.3,19,"w",4438.59,4438.59,1821.52,1821.52,1561.41,260.11,0,0,0,0,"INDIVIDUAL","",0,50,165596
"4168",14000,14000,14000," 36 months",13.99,"C4","8 years","MORTGAGE",88000,"Verified","Feb-2015","Fully Paid","debt_consolidation","925xx","CA",17.35,5,31,53226,30.4,53,"w",0,0,15316.83,15316.83,14000,1316.83,0,0,0,0,"INDIVIDUAL","",0,0,262318
"4169",12400,12400,12400," 36 months",15.61,"D1","10+ years","MORTGAGE",70720,"Verified","Jul-2014","Current","debt_consolidation","023xx","MA",22.47,2,18,18742,63.5,31,"w",7256.99,7256.99,7370.69,7370.69,5143.01,2227.68,0,0,0,0,"INDIVIDUAL","",0,0,317102
"4170",11575,11575,11575," 36 months",15.61,"D1","n/a","MORTGAGE",27613,"Verified","Jun-2015","Current","debt_consolidation","628xx","IL",39.37,0,7,10951,63.3,33,"f",9999.65,9999.65,2418.28,2418.28,1575.35,842.93,0,0,0,0,"INDIVIDUAL","",0,0,42996
"4171",20000,20000,20000," 36 months",19.72,"D5","2 years","RENT",55000,"Verified","Aug-2012","Fully Paid","debt_consolidation","891xx","NV",25.15,0,9,23019,92.1,19,"f",0,0,26688.7166257,26688.72,20000,6651.71,37.0030006888,0,0,0,"INDIVIDUAL","",0,NA,NA
"4172",25000,25000,25000," 60 months",17.14,"D4","10+ years","RENT",82000,"Source Verified","Jan-2015","Current","debt_consolidation","945xx","CA",17.53,0,14,4425,71.4,38,"f",21543.39,21543.39,7430.79,7430.79,3456.61,3974.18,0,0,0,0,"INDIVIDUAL","",0,0,35298
"4173",25000,25000,25000," 60 months",22.7,"E5","7 years","MORTGAGE",95000,"Verified","Sep-2013","Fully Paid","debt_consolidation","275xx","NC",13.06,2,11,17016,58.5,30,"w",0,0,29094.26,29094.26,25000,4094.26,0,0,0,0,"INDIVIDUAL","",0,0,266689
"4174",22075,22075,22075," 60 months",17.86,"D5","5 years","OWN",46000,"Not Verified","Dec-2015","Issued","credit_card","891xx","NV",18.88,0,11,23674,84,15,"w",22075,22075,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,23674
"4175",12000,12000,12000," 60 months",17.99,"E1","10+ years","MORTGAGE",160000,"Not Verified","Jul-2011","Fully Paid","debt_consolidation","951xx","CA",8.8,2,10,129821,50.2,28,"f",0,0,17618.1758829,17618.18,12000,5618.18,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4176",13200,13200,13200," 36 months",5.32,"A1","n/a","MORTGAGE",66500,"Not Verified","Nov-2015","Current","debt_consolidation","750xx","TX",21.03,0,10,12823,29,23,"w",12861,12861,395.57,395.57,339,56.57,0,0,0,0,"INDIVIDUAL","",0,0,175909
"4177",15000,15000,15000," 36 months",9.67,"B1","1 year","RENT",70000,"Not Verified","Feb-2014","Current","debt_consolidation","760xx","TX",14.71,0,12,15366,48.6,21,"w",6352.92,6352.92,10597.18,10597.18,8647.08,1950.1,0,0,0,0,"INDIVIDUAL","",0,0,22083
"4178",11000,11000,11000," 36 months",7.26,"A4","5 years","MORTGAGE",100700,"Verified","Oct-2015","Current","credit_card","218xx","MD",4.99,1,7,9656,27.1,25,"w",10171.78,10171.78,1011.79,1011.79,828.22,183.57,0,0,0,0,"INDIVIDUAL","",0,0,249980
"4179",12800,12800,12800," 60 months",22.4,"E3","< 1 year","RENT",40000,"Verified","Oct-2013","Charged Off","home_improvement","221xx","VA",13.68,2,13,10011,55,16,"w",0,0,7668.19,7668.19,2167.71,3535.33,0,1965.15,19.6515,0,"INDIVIDUAL","",0,0,388788
"4180",22250,22250,22250," 60 months",17.57,"D4","10+ years","RENT",53000,"Source Verified","Aug-2015","Current","debt_consolidation","497xx","MI",32.7,0,16,4986,41.2,33,"w",21045.01,21045.01,2755.66,2755.66,1204.99,1550.67,0,0,0,0,"INDIVIDUAL","",0,0,91578
"4181",24000,24000,24000," 60 months",16.55,"D2","5 years","OWN",70000,"Verified","Aug-2015","Current","debt_consolidation","023xx","MA",19.01,0,12,9690,49.4,21,"f",22939.6,22939.6,2230.31,2230.31,1060.4,1169.91,0,0,0,0,"INDIVIDUAL","",0,0,237142
"4182",34200,34200,34200," 60 months",16.99,"D3","9 years","MORTGAGE",107000,"Not Verified","Dec-2015","Current","debt_consolidation","540xx","WI",34.66,2,10,23525,78.7,22,"f",34200,34200,0,0,0,0,0,0,0,0,"JOINT","Not Verified",0,0,88170
"4183",6600,6600,6600," 36 months",18.92,"D4","6 years","MORTGAGE",38000,"Source Verified","Mar-2014","Fully Paid","debt_consolidation","802xx","CO",22.41,2,14,16058,49,20,"f",0,0,7630.28,7630.28,6600,1030.28,0,0,0,0,"INDIVIDUAL","",0,0,155753
"4184",8000,8000,8000," 36 months",12.39,"C1","4 years","RENT",29000,"Not Verified","Jan-2015","Current","credit_card","930xx","CA",6.91,0,5,5521,44.5,5,"f",5654.45,5654.45,3201.01,3201.01,2345.55,855.46,0,0,0,0,"INDIVIDUAL","",0,0,5521
"4185",15000,15000,14750," 36 months",14.33,"C1","4 years","RENT",85000,"Source Verified","Aug-2012","Fully Paid","debt_consolidation","100xx","NY",21.41,0,13,22225,74.5,26,"f",0,0,18406.7919144,18100.02,15000,3406.79,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4186",5000,5000,5000," 36 months",6.68,"A3","3 years","MORTGAGE",37000,"Verified","Apr-2015","Current","house","180xx","PA",3.24,0,11,1186,2.5,23,"w",3842.01,3842.01,1379.23,1379.23,1157.99,221.24,0,0,0,0,"INDIVIDUAL","",0,0,1186
"4187",9000,9000,9000," 36 months",12.69,"C2","10+ years","RENT",109000,"Verified","Oct-2015","Current","debt_consolidation","986xx","WA",18.99,1,11,19334,35.3,32,"f",8373.21,8373.21,899.39,899.39,626.79,272.6,0,0,0,0,"INDIVIDUAL","",0,3420,57963
"4188",25000,25000,25000," 36 months",7.26,"A4","8 years","RENT",90000,"Source Verified","Sep-2015","Current","debt_consolidation","921xx","CA",13.48,0,10,30442,63.4,15,"w",22482.64,22482.64,3148.16,3148.16,2517.36,630.8,0,0,0,0,"INDIVIDUAL","",0,0,46654
"4189",35000,35000,34875," 36 months",15.61,"D1","9 years","MORTGAGE",365633,"Verified","Sep-2015","Current","debt_consolidation","290xx","SC",7.33,1,16,32810,44.4,51,"f",31865.59,31751.79,5092.37,5074.18,3134.41,1957.96,0,0,0,0,"INDIVIDUAL","",0,0,487031
"4190",10000,10000,10000," 36 months",17.57,"D2","5 years","MORTGAGE",85000,"Source Verified","May-2014","Late (31-120 days)","debt_consolidation","763xx","TX",16.28,1,12,12358,98.9,33,"w",5922.86,5922.86,6109.46,6109.46,4077.14,2032.32,0,0,0,0,"INDIVIDUAL","",0,0,188307
"4191",9000,9000,9000," 36 months",14.16,"C2","7 years","RENT",45265,"Not Verified","Feb-2014","Current","credit_card","981xx","WA",23.83,1,6,8598,80,11,"w",3957.04,3957.04,6782.6,6782.6,5042.96,1739.64,0,0,0,0,"INDIVIDUAL","",0,0,28356
"4192",10000,10000,10000," 36 months",10.15,"B2","6 years","RENT",80000,"Not Verified","Jul-2014","Current","debt_consolidation","926xx","CA",3.68,1,10,8280,31.5,23,"f",5654.56,5654.56,5497.46,5497.46,4345.44,1152.02,0,0,0,0,"INDIVIDUAL","",0,0,8280
"4193",6000,6000,6000," 36 months",10.64,"B4","< 1 year","RENT",31000,"Source Verified","Dec-2015","Issued","debt_consolidation","282xx","NC",7.24,0,7,3657,41.1,10,"w",6000,6000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,3669
"4194",12000,12000,12000," 60 months",19.19,"E3","5 years","RENT",115000,"Source Verified","May-2015","Current","debt_consolidation","905xx","CA",13.04,1,13,1354,8,26,"f",11113.84,11113.84,2168.32,2168.32,886.16,1282.16,0,0,0,0,"INDIVIDUAL","",0,245,46110
"4195",5000,5000,5000," 36 months",10.99,"B4","n/a","MORTGAGE",36000,"Verified","Mar-2015","Current","debt_consolidation","152xx","PA",32.2,0,9,38968,15.9,27,"w",3771.43,3771.43,1633.65,1633.65,1228.57,405.08,0,0,0,0,"INDIVIDUAL","",0,0,124995
"4196",15000,15000,15000," 60 months",11.44,"B4","10+ years","RENT",82000,"Source Verified","Jan-2015","Current","credit_card","180xx","PA",10.86,1,11,15783,65.2,25,"w",12641.6,12641.6,3934.21,3934.21,2358.4,1575.81,0,0,0,0,"INDIVIDUAL","",0,0,32210
"4197",5000,5000,5000," 36 months",14.33,"C5","5 years","MORTGAGE",42000,"Source Verified","Nov-2015","Current","other","334xx","FL",30.53,1,16,10970,24.9,28,"f",4774.68,4774.68,335.44,335.44,225.32,110.12,0,0,0,0,"INDIVIDUAL","",1,0,165951
"4198",7000,7000,7000," 36 months",8.39,"A5","4 years","MORTGAGE",106000,"Not Verified","Sep-2014","Fully Paid","debt_consolidation","774xx","TX",7.63,0,7,2519,66.3,17,"f",0,0,7528.86,7528.86,7000,528.86,0,0,0,0,"INDIVIDUAL","",0,1213,297299
"4199",4300,4300,4300," 36 months",15.61,"C5","10+ years","RENT",65000,"Source Verified","Mar-2014","Current","credit_card","925xx","CA",16.71,2,10,9666,16.6,12,"w",1912.98,1912.98,3307.7,3307.7,2387.02,920.68,0,0,0,0,"INDIVIDUAL","",0,121,149852
"4200",12000,12000,12000," 36 months",6.89,"A3","9 years","MORTGAGE",52000,"Not Verified","Oct-2015","Current","debt_consolidation","300xx","GA",12.06,0,5,4466,39.9,11,"f",11091.72,11091.72,1082.22,1082.22,908.28,173.94,0,0,0,0,"INDIVIDUAL","",0,0,204407
"4201",8400,8400,8400," 36 months",7.62,"A3","10+ years","RENT",37000,"Not Verified","Aug-2012","Fully Paid","vacation","902xx","CA",15.86,1,15,2770,20.2,29,"f",0,0,8872.21,8872.21,8400,472.21,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4202",5825,5825,5825," 36 months",21.67,"E5","6 years","RENT",53000,"Verified","Mar-2015","Current","debt_consolidation","371xx","TN",10.87,4,13,1857,18,27,"f",4699.61,4699.61,1979.2,1979.2,1125.39,853.81,0,0,0,0,"INDIVIDUAL","",0,4058,24109
"4203",18000,18000,17975," 60 months",9.99,"B3","10+ years","MORTGAGE",65000,"Source Verified","Sep-2015","Current","credit_card","173xx","PA",23.25,0,18,80692,25.6,32,"f",17058.28,17034.59,1519.45,1517.34,941.72,577.73,0,0,0,0,"INDIVIDUAL","",1,0,267875
"4204",22750,22750,22750," 60 months",13.11,"B4","10+ years","MORTGAGE",71000,"Verified","Feb-2013","Fully Paid","debt_consolidation","319xx","GA",12.54,0,13,5109,12.9,27,"w",0,0,23486.87,23486.87,22750,736.87,0,0,0,0,"INDIVIDUAL","",0,0,150987
"4205",22250,22250,22250," 60 months",23.1,"E4","10+ years","MORTGAGE",58000,"Verified","Sep-2013","Fully Paid","debt_consolidation","988xx","WA",28.18,1,11,32603,81.1,30,"w",0,0,28596.26,28596.26,22250,6346.26,0,0,0,0,"INDIVIDUAL","",0,0,233318
"4206",1000,1000,1000," 36 months",14.99,"C5","< 1 year","RENT",1e+05,"Verified","Nov-2014","Current","major_purchase","212xx","MD",20.1,2,17,26754,50,17,"w",662.99,662.99,484.55,484.55,337.01,147.54,0,0,0,0,"INDIVIDUAL","",0,0,125183
"4207",10000,10000,10000," 36 months",12.05,"C1","10+ years","RENT",52000,"Source Verified","Nov-2015","Current","debt_consolidation","852xx","AZ",12,0,5,3309,71.9,21,"w",9768.03,9768.03,325.7,325.7,231.97,93.73,0,0,0,0,"INDIVIDUAL","",0,0,18339
"4208",26000,26000,26000," 60 months",9.76,"B3","10+ years","MORTGAGE",99296,"Source Verified","Dec-2015","Current","debt_consolidation","207xx","MD",14.47,1,35,24954,17.8,54,"w",25662.11,25662.11,535.26,535.26,337.89,197.37,0,0,0,0,"INDIVIDUAL","",0,0,346364
"4209",24000,24000,24000," 60 months",11.67,"B4","10+ years","MORTGAGE",124000,"Verified","May-2014","Current","debt_consolidation","750xx","TX",19.62,0,17,21694,47,32,"f",17489.25,17489.25,10597.6,10597.6,6510.75,4086.85,0,0,0,0,"INDIVIDUAL","",0,0,217296
"4210",14000,14000,14000," 60 months",9.17,"B2","2 years","RENT",105000,"Not Verified","Dec-2015","Issued","credit_card","021xx","MA",9.11,0,12,12991,63.4,21,"w",14000,14000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,36161
"4211",8400,8400,8400," 36 months",14.65,"C5","10+ years","RENT",21000,"Source Verified","Oct-2015","Current","debt_consolidation","671xx","KS",23.14,0,4,6408,91.5,13,"w",7831.49,7831.49,855.61,855.61,568.51,287.1,0,0,0,0,"INDIVIDUAL","",0,0,12247
"4212",10000,10000,10000," 36 months",14.99,"C5","10+ years","OWN",108732,"Verified","Sep-2014","Fully Paid","debt_consolidation","770xx","TX",21.8,3,9,10886,88.5,32,"w",0,0,10930.01,10930.01,10000,930.01,0,0,0,0,"INDIVIDUAL","",0,0,153005
"4213",22000,22000,22000," 36 months",8.18,"B1","10+ years","MORTGAGE",53707,"Source Verified","Apr-2015","Current","debt_consolidation","029xx","RI",23.51,1,14,21655,45,25,"w",16993.67,16993.67,6211.07,6211.07,5006.33,1204.74,0,0,0,0,"INDIVIDUAL","",0,0,167556
"4214",6500,6500,6500," 36 months",5.32,"A1","3 years","MORTGAGE",1e+05,"Not Verified","Sep-2015","Current","credit_card","782xx","TX",18.73,0,14,11894,50.4,30,"w",5827.81,5827.81,781.08,781.08,672.19,108.89,0,0,0,0,"INDIVIDUAL","",0,0,278817
"4215",10125,10125,10125," 36 months",17.86,"D5","< 1 year","MORTGAGE",34000,"Not Verified","May-2015","Current","debt_consolidation","883xx","NM",38.05,0,10,20019,80.7,17,"w",8315.67,8315.67,2902.63,2902.63,1809.33,1093.3,0,0,0,0,"INDIVIDUAL","",0,0,106535
"4216",12000,12000,12000," 60 months",18.99,"E1","3 years","MORTGAGE",48000,"Source Verified","Jul-2014","Current","credit_card","153xx","PA",10.15,0,11,5812,55.4,43,"f",9495.96,9495.96,5602.14,5602.14,2504.04,3098.1,0,0,0,1,"INDIVIDUAL","",0,140,67054
"4217",21000,21000,20950," 60 months",12.49,"B4","2 years","MORTGAGE",87500,"Source Verified","Feb-2014","Current","credit_card","925xx","CA",17.09,0,13,13188,44.1,27,"f",14762.28,14727.13,10391.7,10366.96,6237.72,4153.98,0,0,0,0,"INDIVIDUAL","",0,0,228237
"4218",12000,12000,12000," 60 months",12.99,"C1","10+ years","RENT",60548,"Source Verified","Sep-2014","Current","credit_card","945xx","CA",17.24,0,15,24480,69.7,24,"w",9515.13,9515.13,4367.68,4367.68,2484.87,1882.81,0,0,0,0,"INDIVIDUAL","",0,0,36846
"4219",16000,16000,16000," 60 months",10.65,"B2","3 years","RENT",50000,"Not Verified","Feb-2012","Fully Paid","debt_consolidation","117xx","NY",14.84,0,14,17789,27.2,29,"f",0,0,20387.14,20387.14,16000,4387.14,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4220",6500,6500,6500," 36 months",11.49,"B5","< 1 year","RENT",20000,"Verified","Nov-2015","Current","debt_consolidation","554xx","MN",11.17,0,8,6549,38.3,10,"w",6347.92,6347.92,208.1,208.1,152.08,56.02,0,0,0,0,"INDIVIDUAL","",0,0,6549
"4221",7000,7000,7000," 36 months",7.9,"A4","10+ years","MORTGAGE",80000,"Verified","Apr-2013","Current","debt_consolidation","277xx","NC",25.49,1,16,40869,50.9,32,"f",862.9,862.9,7007.68,7007.68,6137.1,870.58,0,0,0,0,"INDIVIDUAL","",0,0,256066
"4222",10000,10000,10000," 36 months",13.65,"C1","8 years","MORTGAGE",50000,"Not Verified","Apr-2014","Current","debt_consolidation","761xx","TX",27.94,0,18,10711,68.2,34,"f",4665.4,4665.4,7141.68,7141.68,5334.6,1807.08,0,0,0,0,"INDIVIDUAL","",0,0,177674
"4223",9200,9200,9200," 36 months",6.62,"A2","n/a","RENT",26297,"Source Verified","Aug-2013","Fully Paid","credit_card","462xx","IN",20.95,0,11,13079,38.2,27,"f",0,0,9822.95159171,9822.95,9200,622.95,0,0,0,0,"INDIVIDUAL","",0,0,17238
"4224",9000,9000,8900," 36 months",11.53,"B5","10+ years","RENT",85000,"Source Verified","Mar-2015","Current","debt_consolidation","781xx","TX",13.16,1,9,5865,35,26,"f",6802.19,6726.61,2957.67,2924.81,2197.81,759.86,0,0,0,0,"INDIVIDUAL","",0,0,30760
"4225",5000,5000,5000," 36 months",13.99,"C4","10+ years","OWN",120000,"Not Verified","Jul-2015","Current","medical","118xx","NY",12.44,2,4,1974,63,24,"w",4423.83,4423.83,846.58,846.58,576.17,270.41,0,0,0,0,"INDIVIDUAL","",0,0,238510
"4226",11200,11200,11175," 36 months",11.99,"B5","2 years","RENT",87500,"Verified","Jun-2011","Fully Paid","debt_consolidation","782xx","TX",19.01,0,10,17982,89.5,22,"f",0,0,12856.33,12827.63,11200,1656.33,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4227",13875,13875,13875," 60 months",20.2,"E3","10+ years","RENT",43500,"Source Verified","May-2014","Current","debt_consolidation","457xx","OH",24,2,9,26372,48.7,18,"w",10682.49,10682.49,7383,7383,3192.51,4190.49,0,0,0,0,"INDIVIDUAL","",0,410,32434
"4228",14000,14000,14000," 36 months",11.99,"B3","2 years","MORTGAGE",85000,"Not Verified","Oct-2013","Current","debt_consolidation","211xx","MD",10.94,1,9,14447,72.6,12,"f",4403.79,4403.79,12088.08,12088.08,9596.21,2491.87,0,0,0,0,"INDIVIDUAL","",0,0,350799
"4229",10000,10000,10000," 36 months",21.18,"E3","6 years","MORTGAGE",32000,"Verified","Feb-2014","Fully Paid","debt_consolidation","302xx","GA",29.97,1,7,7474,105.3,20,"w",0,0,12911.12,12911.12,10000,2911.12,0,0,0,0,"INDIVIDUAL","",0,0,79348
"4230",20000,20000,20000," 36 months",11.53,"B5","1 year","MORTGAGE",95000,"Source Verified","Apr-2015","Current","home_improvement","559xx","MN",21.12,0,8,14871,91.8,17,"f",15625.77,15625.77,5925.48,5925.48,4374.23,1551.25,0,0,0,0,"INDIVIDUAL","",0,0,280871
"4231",11100,11100,11100," 36 months",14.09,"B5","4 years","RENT",33000,"Source Verified","Nov-2012","Fully Paid","debt_consolidation","294xx","SC",34.4,1,16,12196,45.5,24,"f",0,0,13674.829947,13674.83,11100,2574.83,0,0,0,0,"INDIVIDUAL","",0,0,28794
"4232",7450,7450,7450," 36 months",13.35,"C2","2 years","MORTGAGE",80000,"Source Verified","May-2014","Current","credit_card","207xx","MD",18.11,0,8,16590,93.7,20,"w",3891.4,3891.4,4793.32,4793.32,3558.6,1234.72,0,0,0,0,"INDIVIDUAL","",0,0,556575
"4233",6000,6000,6000," 36 months",10.15,"B2","10+ years","RENT",47000,"Source Verified","Oct-2014","Current","credit_card","915xx","CA",23.28,0,5,5137,85.6,7,"w",3879.98,3879.98,2709.65,2709.65,2120.02,589.63,0,0,0,0,"INDIVIDUAL","",0,0,50773
"4234",7000,7000,7000," 36 months",6.03,"A1","4 years","MORTGAGE",63000,"Not Verified","Jul-2014","Current","debt_consolidation","430xx","OH",8.91,0,8,6237,22.5,13,"f",3657.76,3657.76,3834.9,3834.9,3342.24,492.66,0,0,0,0,"INDIVIDUAL","",0,0,134342
"4235",20000,20000,20000," 36 months",9.17,"B2","10+ years","RENT",122000,"Source Verified","Feb-2015","Current","debt_consolidation","221xx","VA",19.26,1,10,28274,41.3,23,"f",3165.87,3165.87,17487.91,17487.91,16834.13,653.78,0,0,0,0,"INDIVIDUAL","",0,0,85221
"4236",22000,22000,22000," 60 months",16.99,"D3","2 years","RENT",50000,"Source Verified","Sep-2014","Current","debt_consolidation","334xx","FL",18.96,0,17,9763,43.4,36,"f",17810.31,17810.31,8746.24,8746.24,4189.69,4556.55,0,0,0,1,"INDIVIDUAL","",0,2850,43497
"4237",16000,16000,16000," 60 months",18.99,"E1","10+ years","RENT",90000,"Verified","Jul-2014","Current","moving","206xx","MD",10.43,0,5,7664,27.2,23,"w",12661.35,12661.35,7469.46,7469.46,3338.65,4130.81,0,0,0,0,"INDIVIDUAL","",0,0,37922
"4238",9975,9975,9975," 36 months",14.65,"C5","< 1 year","RENT",24000,"Source Verified","Apr-2015","Current","debt_consolidation","117xx","NY",23.15,0,13,16868,49.2,15,"w",8118.71,8118.71,2744.52,2744.52,1856.29,888.23,0,0,0,0,"INDIVIDUAL","",0,0,22342
"4239",10000,10000,9975," 60 months",18.25,"D5","4 years","RENT",39996,"Verified","Sep-2011","Fully Paid","debt_consolidation","770xx","TX",20.73,0,10,7403,89.2,21,"f",0,0,14982.8658757,14945.49,10000,4982.87,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4240",8400,8400,8400," 36 months",12.12,"B3","10+ years","MORTGAGE",49865,"Not Verified","Feb-2013","Current","credit_card","599xx","MT",19.78,0,7,12334,81.1,16,"f",279.35,279.35,9778.07,9778.07,8120.65,1657.42,0,0,0,0,"INDIVIDUAL","",0,0,124479
"4241",4850,4850,4850," 36 months",14.99,"C5","9 years","MORTGAGE",36450,"Not Verified","Sep-2014","Current","home_improvement","327xx","FL",26.8,0,6,576,6.5,33,"w",2958.62,2958.62,2689.76,2689.76,1891.38,798.38,0,0,0,0,"INDIVIDUAL","",0,0,17146
"4242",11875,11875,11875," 60 months",18.25,"E1","8 years","MORTGAGE",33000,"Source Verified","Jun-2015","Current","debt_consolidation","971xx","OR",24.91,0,5,8762,78.2,20,"w",10976.85,10976.85,2098.11,2098.11,898.15,1199.96,0,0,0,0,"INDIVIDUAL","",0,0,11788
"4243",15000,15000,15000," 36 months",12.39,"C1","9 years","MORTGAGE",65000,"Source Verified","Feb-2015","Current","credit_card","953xx","CA",18.91,0,18,24927,69.8,23,"f",11373.22,11373.22,5058.47,5058.47,3626.78,1431.69,0,0,0,0,"INDIVIDUAL","",0,0,354996
